text_data
"In 2015, the total revenue for the month of July was 588400.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2015, the total revenue for the month of August was 898091.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2015, the total revenue for the month of September was 917673.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2015, the total revenue for the month of October was 716712.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2015, the total revenue for the month of November was 236721.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2015, the total revenue for the month of December was 428656.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of January was 259290.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of February was 534733.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of March was 782626.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of April was 984120.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of May was 1043009.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of June was 1121694.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of July was 1344091.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of August was 1749958.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of September was 1275751.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of October was 1186152.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of November was 659601.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2016, the total revenue for the month of December was 719752.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of January was 529883.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of February was 667997.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of March was 794752.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of April was 1366377.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of May was 1488452.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of June was 1500033.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of July was 1794244.00 USD. This reflects the booking revenue generated by the hotel during this period."
"In 2017, the total revenue for the month of August was 1944699.00 USD. This reflects the booking revenue generated by the hotel during this period."
The Aviation segment generated a total revenue of 24073.68 USD from hotel bookings.
The Complementary segment generated a total revenue of 3785.29 USD from hotel bookings.
The Corporate segment generated a total revenue of 476668.85 USD from hotel bookings.
The Direct segment generated a total revenue of 3250387.29 USD from hotel bookings.
The Groups segment generated a total revenue of 2848790.96 USD from hotel bookings.
The Offline TA/TO segment generated a total revenue of 3987887.18 USD from hotel bookings.
The Online TA segment generated a total revenue of 14941809.06 USD from hotel bookings.
The Undefined segment generated a total revenue of 78.00 USD from hotel bookings.
The BB meal plan generated a total revenue of 19256210.43 USD from hotel bookings.
The FB meal plan generated a total revenue of 199229.25 USD from hotel bookings.
The HB meal plan generated a total revenue of 3876016.85 USD from hotel bookings.
The SC meal plan generated a total revenue of 1979224.34 USD from hotel bookings.
The Undefined meal plan generated a total revenue of 222799.44 USD from hotel bookings.
The City Hotel hotel had a total of 33102 cancellations.
The Resort Hotel hotel had a total of 11122 cancellations.
The country ABW had a total of 0 cancellations.
The country AGO had a total of 205 cancellations.
The country AIA had a total of 0 cancellations.
The country ALB had a total of 2 cancellations.
The country AND had a total of 5 cancellations.
The country ARE had a total of 43 cancellations.
The country ARG had a total of 54 cancellations.
The country ARM had a total of 2 cancellations.
The country ASM had a total of 0 cancellations.
The country ATA had a total of 0 cancellations.
The country ATF had a total of 0 cancellations.
The country AUS had a total of 107 cancellations.
The country AUT had a total of 230 cancellations.
The country AZE had a total of 9 cancellations.
The country BDI had a total of 0 cancellations.
The country BEL had a total of 474 cancellations.
The country BEN had a total of 3 cancellations.
The country BFA had a total of 0 cancellations.
The country BGD had a total of 9 cancellations.
The country BGR had a total of 12 cancellations.
The country BHR had a total of 4 cancellations.
The country BHS had a total of 0 cancellations.
The country BIH had a total of 3 cancellations.
The country BLR had a total of 9 cancellations.
The country BOL had a total of 0 cancellations.
The country BRA had a total of 830 cancellations.
The country BRB had a total of 0 cancellations.
The country BWA had a total of 0 cancellations.
The country CAF had a total of 0 cancellations.
The country CHE had a total of 428 cancellations.
The country CHL had a total of 16 cancellations.
The country CHN had a total of 462 cancellations.
The country CIV had a total of 2 cancellations.
The country CMR had a total of 0 cancellations.
The country CN had a total of 254 cancellations.
The country COL had a total of 23 cancellations.
The country COM had a total of 0 cancellations.
The country CPV had a total of 12 cancellations.
The country CRI had a total of 1 cancellations.
The country CUB had a total of 0 cancellations.
The country CYM had a total of 0 cancellations.
The country CYP had a total of 11 cancellations.
The country CZE had a total of 37 cancellations.
The country DEU had a total of 1218 cancellations.
The country DJI had a total of 0 cancellations.
The country DMA had a total of 0 cancellations.
The country DNK had a total of 109 cancellations.
The country DOM had a total of 8 cancellations.
The country DZA had a total of 21 cancellations.
The country ECU had a total of 8 cancellations.
The country EGY had a total of 11 cancellations.
The country ESP had a total of 2177 cancellations.
The country EST had a total of 18 cancellations.
The country ETH had a total of 1 cancellations.
The country FIN had a total of 69 cancellations.
The country FJI had a total of 1 cancellations.
The country FRA had a total of 1934 cancellations.
The country FRO had a total of 4 cancellations.
The country GAB had a total of 2 cancellations.
The country GBR had a total of 2453 cancellations.
The country GEO had a total of 15 cancellations.
The country GGY had a total of 3 cancellations.
The country GHA had a total of 2 cancellations.
The country GIB had a total of 11 cancellations.
The country GLP had a total of 2 cancellations.
The country GNB had a total of 1 cancellations.
The country GRC had a total of 35 cancellations.
The country GTM had a total of 0 cancellations.
The country GUY had a total of 0 cancellations.
The country HKG had a total of 26 cancellations.
The country HND had a total of 1 cancellations.
The country HRV had a total of 25 cancellations.
The country HUN had a total of 77 cancellations.
The country IDN had a total of 24 cancellations.
The country IMN had a total of 2 cancellations.
The country IND had a total of 35 cancellations.
The country IRL had a total of 832 cancellations.
The country IRN had a total of 23 cancellations.
The country IRQ had a total of 0 cancellations.
The country ISL had a total of 4 cancellations.
The country ISR had a total of 169 cancellations.
The country ITA had a total of 1333 cancellations.
The country JAM had a total of 0 cancellations.
The country JEY had a total of 8 cancellations.
The country JOR had a total of 3 cancellations.
The country JPN had a total of 28 cancellations.
The country KAZ had a total of 5 cancellations.
The country KEN had a total of 2 cancellations.
The country KHM had a total of 2 cancellations.
The country KIR had a total of 0 cancellations.
The country KNA had a total of 0 cancellations.
The country KOR had a total of 55 cancellations.
The country KWT had a total of 6 cancellations.
The country LAO had a total of 0 cancellations.
The country LBN had a total of 9 cancellations.
The country LBY had a total of 0 cancellations.
